il_canon,gbm_conductivity,hist_conductivity,mpnn_conductivity,gbm_melting_point,gbm_viscosity
CCn1cc[n+](CC)c1|N#C[N-]C#N,0.5110470096267823,0.4268348423000689,0.46307337,269.585209534982,3.0455077065444867
C=C[n+]1ccn(C)c1|N#C[N-]C#N,0.4612676768071586,0.6877194239376011,0.7509216,281.54280717070566,3.2768471824178937
CC[n+]1cccnc1|N#C[N-]C#N,0.4168257053497058,0.6091325508268494,0.43568218,284.08429639494693,3.4102709993618854
CC[n+]1cc[nH]c1|N#C[N-]C#N,0.3856135798637244,0.3586260618751228,0.71217,277.3225094839441,3.197092482062009
CCC[n+]1ccn(C)c1|N#C[N-]C#N,0.3820868535973296,0.4805633471675148,0.5100473,267.8840801479441,3.382099454956626
CC(C)n1cc[n+](C)c1|N#C[N-]C#N,0.3081330202576448,0.4101547111162372,0.54997456,286.2159602007054,3.7845929960363742
CC[n+]1ccc(C)cc1|N#C[N-]C#N,0.3030085613109067,0.3533408514112601,0.5511786,297.83219965202454,3.613709628550875
