total_virtual_il,unique_cations,unique_anions,sampled_n,dist_median,dist_p90,dist_p99,frac_dist_gt_2,frac_dist_gt_3
8333096,219292,38,3000000,1.557426233216052,2.6061742542187583,3.6939685764692003,0.2733776666666667,0.042933
